Start Time,End Time,First Name,Last Name,Phone,Email,Type,Calendar,Appointment Price,Paid?,Amount Paid Online,Certificate Code,Notes,Date Scheduled,Label,Scheduled By,"Име на компанията, в която работите | Name of the company you work for  ",Служебен имейл | Work email  ,Предпочитани платформи | Preferred platforms  ,Appointment ID
"January 26, 2022 17:00","January 26, 2022 17:50",Берислав,Иликьов,899982102,berislav.ilikaov@mail.bg,Spark Innovations: Online leadership training | Онлайн тренинг за лидери,Радослава Димитрова | Radoslava Dimitrova,0,no,0,,,2022-01-22,,a client ,Spark Innovations,b.ilikaov@spark.innovations.com,Viber,754411177
"January 26, 2022 18:00","January 26, 2022 18:50",Сиена,Дачев,883299555,siena.dachev@gmail.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Иван Тодоров | Ivan Todorov,0,no,0,,,2022-01-25,,a client ,BlueNova,s.dachev@bluenova.com,Viber,756277602
"January 26, 2022 19:00","January 26, 2022 19:50",Charlie,Santana,889238292,charlie.santana@msn.com,BlueNova | Leadership training in person | Тренинг за лидери на живо,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-01-11,,a trainer,,,,747147590
"January 26, 2022 20:00","January 26, 2022 20:50",Ansley,Miller,,ansley.miller@yandex.ru,QuantumPeak: Онлайн тренинг за лидери | Online leadership training,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-01-22,,a trainer,,,,754463490
"January 27, 2022 10:00","January 27, 2022 10:50",Пейодон,Пеева,359891239133,pejodon.peeva@abv.bg,Spark Innovations: Online leadership training | Онлайн тренинг за лидери,,0,no,0,,,2022-01-24,,a client ,Spark Innovations,pejodon.peeva@abv.bg,Viber,755421666
"January 27, 2022 12:00","January 27, 2022 12:50",Темира,Кривошапкова,,temira.krivoshapkova@abv.bg,Онлайн коучинг,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-01-24,,a trainer,,,,755375842
"January 27, 2022 14:00","January 27, 2022 14:50",Йованка,Куртажова,892128030,jovanka.kurtazhova@gmail.com,Vortex | Online leadership training | Онлайн тренинг за лидери,Александър Иванов | Aleksandar Ivanov,0,no,0,,,2022-01-24,,a client ,Vortex,j.kurtazhova@vortex.com,Zoom,755391136
"January 27, 2022 15:00","January 27, 2022 15:50",Панделис,Каракашев,883331511,pandelis.karakashev@yahoo.com,BlueNova | Leadership training in person | Тренинг за лидери на живо,Димитър Петров | Dimitar Petrov,0,no,0,,,2021-12-16,,client logged in aspandelis.karakashev@yahoo.com,BlueNova,p.karakashev@bluenova.com,,730173558
"January 27, 2022 18:00","January 27, 2022 18:50",Илианна,Катърова,891505211,ilianna.katarova@mail.bg,Vortex | Online leadership training | Онлайн тренинг за лидери,София Димитрова | Sofia Dimitrova,0,no,0,,,2022-01-26,,a client ,Vortex,i.katarova@vortex.com,Zoom,756955557
"January 28, 2022 11:00","January 28, 2022 11:50",Малена,Келешев,882128211,malena.keleshev@mail.bg,iNdigo | Nexern | Conzap: Онлайн тренинг за лидери | Online leadership training,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-01-21,,a client ,iNdigo,m.keleshev@indigo.com,Viber,753722258
"January 28, 2022 11:00","January 28, 2022 11:50",Кис,Коритарова,882228908,kis.koritarova@yahoo.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,,0,no,0,,,2022-01-21,,a client ,BlueNova,kis.koritarova@yahoo.com,Zoom,753761242
"January 28, 2022 17:30","January 28, 2022 18:20",Lilyana,Gentry,882525992,lilyana.gentry@msn.com,Vortex | Online leadership training | Онлайн тренинг за лидери,Христина Димитрова | Hristina Dimitrova,0,no,0,,,2022-01-26,,a client ,Vortex,l.gentry@vortex.com,Zoom,757025323
"January 29, 2022 10:30","January 29, 2022 11:20",Ясер,Симеонов,359881911221,yaser.simeonov@abv.bg,Spark Innovations: Leadership training in person | Тренинг за лидери на живо,Камен Георгиев | Kamen Georgiev,0,no,0,,,2022-01-24,,a trainer,,,,755405890
"January 29, 2022 19:00","January 29, 2022 19:50",Славил,Катърова,881322108,slavil.katarova@abv.bg,BlueNova | Online leadership training | Онлайн тренинг за лидери,София Димитрова | Sofia Dimitrova,0,no,0,,,2022-01-24,,a client ,BlueNova,s.katarova@bluenova.com,Viber,755501079
"January 30, 2022 14:30","January 30, 2022 15:20",Преса,Куртакова,882122882,presa.kurtakova@mail.bg,BlueNova | Online leadership training | Онлайн тренинг за лидери,София Димитрова | Sofia Dimitrova,0,no,0,,,2022-01-28,,a client ,BlueNova,p.kurtakova@bluenova.com,Zoom,758823751
"January 31, 2022 10:00","January 31, 2022 10:50",Царевна,Чупетловска,891202521,carevna.chupetlovska@gmail.com,BlueNova: Leadership training | Тренинг за лидери,Георги Стоянов | Georgi Stoyanov,0,no,0,,,2021-12-20,,a client ,BlueNova,carevna.chupetlovska@gmail.com,,732338723
"January 31, 2022 11:00","January 31, 2022 11:50",Елисия,Цоцов,888291252,elisiya.cocov@yahoo.com,BlueNova: Leadership training | Тренинг за лидери,Георги Стоянов | Georgi Stoyanov,0,no,0,,,2021-12-22,,a client ,BlueNova,e.cocov@bluenova.com,,733979168
"January 31, 2022 13:00","January 31, 2022 13:50",Магдалена,Пътечкова,811310225,magdalena.patechkova@yahoo.com,Spark Innovations: Online leadership training | Онлайн тренинг за лидери,Александър Иванов | Aleksandar Ivanov,0,no,0,,,2022-01-25,,a client ,Spark Innovations,m.patechkova@spark.innovations.com,"Zoom, Viber",756184567
"January 31, 2022 13:30","January 31, 2022 14:20",Кис,Коритарова,882228908,kis.koritarova@yahoo.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,,0,no,0,,,2022-01-17,,a client ,BlueNova,kis.koritarova@yahoo.com,Zoom,750603961
"January 31, 2022 15:00","January 31, 2022 15:50",Ергана,Тодорова,883221210,ergana.todorova@yahoo.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Александър Иванов | Aleksandar Ivanov,0,no,0,,,2022-01-24,,a client ,BlueNova,ergana.todorova@yahoo.com,Zoom,755435941
"January 31, 2022 15:30","January 31, 2022 16:20",Тотю,Балканска,882230221,totyu.balkanska@abv.bg,Vortex | Online leadership training | Онлайн тренинг за лидери,Христина Димитрова | Hristina Dimitrova,0,no,0,,,2022-01-24,,a client ,Vortex,t.balkanska@vortex.com,Zoom,755471766
"January 31, 2022 16:00","January 31, 2022 16:50",Чанкете,Тодоров,819182552,chankete.todorov@gmail.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Александър Иванов | Aleksandar Ivanov,0,no,0,,,2022-01-25,,a client ,BlueNova,c.todorov@bluenova.com,Zoom,756173621
"January 31, 2022 18:30","January 31, 2022 19:20",Krystal,Arellano,883258500,krystal.arellano@yahoo.co.uk,BlueNova | Leadership training in person | Тренинг за лидери на живо,Александър Иванов | Aleksandar Ivanov,0,no,0,,,2022-01-14,,a client ,BlueNova,k.arellano@bluenova.com,,749078799
"January 31, 2022 19:00","January 31, 2022 19:50",Lilyana,Gentry,359882525992,lilyana.gentry@msn.com,Vortex | Online leadership training | Онлайн тренинг за лидери,Христина Димитрова | Hristina Dimitrova,0,no,0,,,2022-01-31,,a trainer,,,,760049311
"January 31, 2022 19:00","January 31, 2022 19:50",Rex,Ortega,899225322,rex.ortega@yandex.ru,BlueNova | Online leadership training | Онлайн тренинг за лидери,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-01-31,,a trainer,,,,760115159
"January 31, 2022 19:30","January 31, 2022 20:20",Jasiah,Barry,895252902,jasiah.barry@yandex.ru,BlueNova | Online leadership training | Онлайн тренинг за лидери,Александър Иванов | Aleksandar Ivanov,0,no,0,,,2022-01-24,,a client ,BlueNova,j.barry@bluenova.com,Viber,755711825
"January 31, 2022 19:30","January 31, 2022 20:20",Gideon,Ayala,888828225,gideon.ayala@yahoo.co.uk,Vortex | Online leadership training | Онлайн тренинг за лидери,Камен Георгиев | Kamen Georgiev,0,no,0,,,2022-01-27,,a client ,Vortex,g.ayala@vortex.com,Viber,757712777
"February 1, 2022 14:00","February 1, 2022 14:50",Цола,Мустакова,888003913,cola.mustakova@yahoo.com,Vortex | Leadership training in person | Тренинг за лидери на живо,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-01-24,,a client ,Vortex,c.mustakova@vortex.com,,755429917
"February 2, 2022 9:00","February 2, 2022 9:50",Ramiro,Hale,883218013,ramiro.hale@yandex.ru,BlueNova | Online leadership training | Онлайн тренинг за лидери,Веселин Стефанов | Veselin Stefanov,0,no,0,,,2022-01-19,,a client ,BlueNova,r.hale@bluenova.com,Zoom,752315482
"February 2, 2022 9:00","February 2, 2022 9:50",Филипас,Луланков,892922999,filipas.lulankov@yahoo.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Камен Георгиев | Kamen Georgiev,0,no,0,,,2022-01-28,,a client ,BlueNova,filipas.lulankov@yahoo.com,Zoom,758459086
"February 2, 2022 10:00","February 2, 2022 10:50",India,Mccullough,353811259302,india.mccullough@yandex.ru,iNdigo | Nexern | Conzap: Онлайн тренинг за лидери | Online leadership training,Веселин Стефанов | Veselin Stefanov,0,no,0,,,2022-01-25,,a client ,iNdigo,i.mccullough@indigo.com,Skype,756271256
"February 2, 2022 12:00","February 2, 2022 12:50",Gary,Butler,898828280,gary.butler@gmail.com,Vortex | Online leadership training | Онлайн тренинг за лидери,Веселин Стефанов | Veselin Stefanov,0,no,0,,,2022-01-17,,a client ,Vortex,g.butler@vortex.com,Zoom,750624890
"February 2, 2022 12:00","February 2, 2022 12:50",Bruno,Archer,812202283,bruno.archer@gmail.com,Vortex | Online leadership training | Онлайн тренинг за лидери,Камен Георгиев | Kamen Georgiev,0,no,0,,,2022-01-26,,a client ,Vortex,bruno.archer@gmail.com,Zoom,756959657
"February 2, 2022 15:00","February 2, 2022 15:50",Jadiel,Ibarra,359899185205,jadiel.ibarra@msn.com,Vortex | Leadership training in person | Тренинг за лидери на живо,Валентинка Петкова | Valentinaka Petkova,0,no,0,,,2022-01-26,,a client ,Vortex,j.ibarra@vortex.com,,756966492
"February 2, 2022 18:00","February 2, 2022 18:50",Gideon,Ayala,359882552252,gideon.ayala@yahoo.co.uk,Vortex | Online leadership training | Онлайн тренинг за лидери,Камен Георгиев | Kamen Georgiev,0,no,0,,,2022-01-27,,a client ,Vortex,g.ayala@vortex.com,Viber,757713021
"February 2, 2022 19:00","February 2, 2022 19:50",Charlie,Santana,889238292,charlie.santana@msn.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-01-11,,a trainer,,,,747145752
"February 2, 2022 20:00","February 2, 2022 20:50",Ansley,Miller,,ansley.miller@yandex.ru,QuantumPeak: Онлайн тренинг за лидери | Online leadership training,Мария Георгиева | Maria Georgieva,0,no,0,,,2021-12-23,,a trainer,,,,734538854
"February 3, 2022 9:00","February 3, 2022 9:50",Хитко,Мангъфова,883219221,xitko.mangafova@abv.bg,BlueNova: Online leadership training | Онлайн тренинг за лидери,Георги Стоянов | Georgi Stoyanov,0,no,0,,,2021-12-01,,client logged in asxitko.mangafova@abv.bg,BlueNova,x.mangafova@bluenova.com,Zoom,720127489
"February 3, 2022 11:30","February 3, 2022 12:20",Люблина,Кесьов,889521331,lyublina.kesaov@yahoo.com,Vortex | Leadership training in person | Тренинг за лидери на живо,Александър Иванов | Aleksandar Ivanov,0,no,0,,,2022-01-26,,a client ,Vortex,l.kesaov@vortex.com,,757005195
"February 3, 2022 14:00","February 3, 2022 14:50",Цола,Мустакова,888003913,cola.mustakova@yahoo.com,Vortex | Leadership training in person | Тренинг за лидери на живо,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-01-25,,a client ,Vortex,c.mustakova@vortex.com,,756188319
"February 3, 2022 14:00","February 3, 2022 14:50",Йованка,Куртажова,892128030,jovanka.kurtazhova@gmail.com,Vortex | Online leadership training | Онлайн тренинг за лидери,Александър Иванов | Aleksandar Ivanov,0,no,0,,,2022-01-27,,a client ,Vortex,j.kurtazhova@vortex.com,Zoom,757764457
"February 3, 2022 15:00","February 3, 2022 15:50",Астромерия,Чанлиева,,astromeriya.chanlieva@mail.bg,Онлайн коучинг,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-01-26,,a trainer,,,,757257086
"February 3, 2022 15:00","February 3, 2022 15:50",Юстин,Таралингова,818231313,yustin.taralingova@gmail.com,Vortex | Online leadership training | Онлайн тренинг за лидери,Александър Иванов | Aleksandar Ivanov,0,no,0,,,2022-02-01,,a client ,Vortex,y.taralingova@vortex.com,Zoom,761074983
"February 3, 2022 17:00","February 3, 2022 17:50",Първолетка,Кобиларов,,parvoletka.kobilarov@gmail.com,Онлайн коучинг,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-01-25,,a trainer,,,,756177831
"February 3, 2022 17:30","February 3, 2022 18:20",Якоб,Миленков,891819980,yakob.milenkov@mail.bg,Vortex | Leadership training in person | Тренинг за лидери на живо,Александър Иванов | Aleksandar Ivanov,0,no,0,,,2022-01-28,,a client ,Vortex,y.milenkov@vortex.com,,758507057
"February 3, 2022 18:30","February 3, 2022 19:20",Захарин,Вампирска,895511012,zaxarin.vampirska@abv.bg,BlueNova | Online leadership training | Онлайн тренинг за лидери,Александър Иванов | Aleksandar Ivanov,0,no,0,,,2022-01-25,,a client ,BlueNova,z.vampirska@bluenova.com,Zoom,756197260
"February 4, 2022 11:00","February 4, 2022 11:50",Деспот,Мераков,899858552,despot.merakov@abv.bg,iNdigo | Nexern | Conzap: Онлайн тренинг за лидери | Online leadership training,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-01-20,,hello@test.jp,,,,753089917
"February 4, 2022 12:00","February 4, 2022 12:50",Юлия,Чупетловска,818553208,yuliya.chupetlovska@gmail.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-01-25,,a client ,BlueNova,y.chupetlovska@bluenova.com,Viber,756260632
